epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population_2019,is_last,is_repeated
26,2020-06-21,53,RS,Boa Vista do Sul,4302253,city,13,467.12181,0,1,0,0.0769,2783,True,False
26,2020-06-21,44,RS,Bom Jesus,4302303,city,47,414.1334,0,0,0,0.0,11349,True,False
26,2020-06-21,47,RS,Bom Princípio,4302352,city,52,369.9751,0,0,0,0.0,14055,True,False
26,2020-06-21,33,RS,Bom Progresso,4302378,city,4,205.97322,0,0,0,0.0,1942,True,False
26,2020-06-21,74,RS,Bom Retiro do Sul,4302402,city,74,600.25957,0,1,0,0.0135,12328,True,False
26,2020-06-21,21,RS,Bossoroca,4302501,city,3,47.77831,0,0,0,0.0,6279,True,False
26,2020-06-21,30,RS,Braga,4302600,city,2,59.64808,0,0,0,0.0,3353,True,False
26,2020-06-21,38,RS,Brochier,4302659,city,12,236.4998,0,0,0,0.0,5074,True,False
26,2020-06-21,43,RS,Butiá,4302709,city,8,38.20257,0,0,0,0.0,20941,True,False
26,2020-06-21,48,RS,Caçapava do Sul,4302808,city,108,321.19914,3,1,0,0.0093,33624,True,False
26,2020-06-21,1,RS,Cacequi,4302907,city,2,15.9223,2,0,0,0.0,12561,True,False
26,2020-06-21,87,RS,Cachoeira do Sul,4303004,city,85,103.40507,0,0,0,0.0,82201,True,False
26,2020-06-21,83,RS,Cachoeirinha,4303103,city,226,173.45521,4,2,0,0.0088,130293,True,False
26,2020-06-21,25,RS,Cacique Doble,4303202,city,5,98.71668,0,0,0,0.0,5065,True,False
26,2020-06-21,38,RS,Caibaté,4303301,city,0,,0,0,0,0.0,4846,True,False
26,2020-06-21,2,RS,Caiçara,4303400,city,1,21.0837,0,0,0,0.0,4743,True,False
26,2020-06-21,90,RS,Camaquã,4303509,city,32,48.29387,0,2,0,0.0625,66261,True,False
26,2020-06-21,38,RS,Camargo,4303558,city,18,658.6169,0,0,0,0.0,2733,True,False
26,2020-06-21,17,RS,Cambará do Sul,4303608,city,2,31.09936,0,0,0,0.0,6431,True,False
26,2020-06-21,59,RS,Campestre da Serra,4303673,city,4,118.06375,0,0,0,0.0,3388,True,False
26,2020-06-21,61,RS,Campinas do Sul,4303806,city,9,165.0165,0,0,0,0.0,5454,True,False
26,2020-06-21,104,RS,Campo Bom,4303905,city,108,161.88991,0,2,0,0.0185,66712,True,False
26,2020-06-21,31,RS,Campo Novo,4304002,city,3,66.90455,0,0,0,0.0,4484,True,False
26,2020-06-21,68,RS,Candelária,4304200,city,9,28.6944,0,0,0,0.0,31365,True,False
26,2020-06-21,3,RS,Cândido Godói,4304309,city,1,16.13424,0,0,0,0.0,6198,True,False
26,2020-06-21,56,RS,Candiota,4304358,city,2,20.86811,0,0,0,0.0,9584,True,False
26,2020-06-21,29,RS,Canela,4304408,city,22,48.89106,0,1,0,0.0455,44998,True,False
26,2020-06-21,86,RS,Canguçu,4304507,city,31,55.3127,0,1,0,0.0323,56045,True,False
26,2020-06-21,93,RS,Canoas,4304606,city,300,86.55111,1,9,0,0.03,346616,True,False
26,2020-06-21,51,RS,Canudos do Vale,4304614,city,4,233.10023,0,0,0,0.0,1716,True,False
26,2020-06-21,91,RS,Capão da Canoa,4304630,city,42,79.17209,0,1,0,0.0238,53049,True,False
26,2020-06-21,6,RS,Capão do Cipó,4304655,city,1,27.38976,0,0,0,0.0,3651,True,False
26,2020-06-21,83,RS,Capão do Leão,4304663,city,4,15.7766,0,0,0,0.0,25354,True,False
26,2020-06-21,24,RS,Capela de Santana,4304689,city,1,8.37521,0,0,0,0.0,11940,True,False
26,2020-06-21,42,RS,Capitão,4304697,city,14,507.79833,0,0,0,0.0,2757,True,False
26,2020-06-21,16,RS,Caraá,4304713,city,8,96.73519,0,0,0,0.0,8270,True,False
26,2020-06-21,64,RS,Carazinho,4304705,city,68,109.48318,5,0,0,0.0,62110,True,False
26,2020-06-21,93,RS,Carlos Barbosa,4304804,city,243,814.53424,0,4,0,0.0165,29833,True,False
26,2020-06-21,38,RS,Casca,4304903,city,10,110.72971,0,0,0,0.0,9031,True,False
26,2020-06-21,45,RS,Caseiros,4304952,city,8,249.84385,0,0,0,0.0,3202,True,False
26,2020-06-21,7,RS,Catuípe,4305009,city,4,45.58924,0,0,0,0.0,8774,True,False
26,2020-06-21,102,RS,Caxias do Sul,4305108,city,612,119.7872,25,10,0,0.0163,510906,True,False
26,2020-06-21,14,RS,Centenário,4305116,city,2,69.18021,0,0,0,0.0,2891,True,False
26,2020-06-21,7,RS,Cerrito,4305124,city,0,,0,0,0,0.0,6091,True,False
26,2020-06-21,89,RS,Cerro Grande do Sul,4305173,city,2,16.3412,0,1,0,0.5,12239,True,False
26,2020-06-21,5,RS,Cerro Largo,4305207,city,3,21.22692,0,0,0,0.0,14133,True,False
26,2020-06-21,68,RS,Chapada,4305306,city,3,32.36595,0,0,0,0.0,9269,True,False
26,2020-06-21,93,RS,Charqueadas,4305355,city,31,76.00088,0,1,0,0.0323,40789,True,False
26,2020-06-21,18,RS,Chiapetta,4305405,city,18,479.23323,0,0,0,0.0,3756,True,False
26,2020-06-21,74,RS,Cidreira,4305454,city,29,178.41762,0,1,0,0.0345,16254,True,False
26,2020-06-21,57,RS,Ciríaco,4305504,city,2,42.13187,0,0,0,0.0,4747,True,False
26,2020-06-21,56,RS,Colinas,4305587,city,13,533.22395,0,0,0,0.0,2438,True,False
26,2020-06-21,28,RS,Colorado,4305603,city,4,125.98425,0,0,0,0.0,3175,True,False
26,2020-06-21,42,RS,Condor,4305702,city,24,355.3976,0,1,0,0.0417,6753,True,False
26,2020-06-21,17,RS,Constantina,4305801,city,29,292.60418,0,0,0,0.0,9911,True,False
26,2020-06-21,20,RS,Coqueiros do Sul,4305850,city,5,216.82567,0,1,0,0.2,2306,True,False
26,2020-06-21,57,RS,Coronel Bicaco,4305900,city,4,54.60751,0,0,0,0.0,7325,True,False
26,2020-06-21,11,RS,Coronel Pilar,4305934,city,1,61.42506,0,0,0,0.0,1628,True,False
26,2020-06-21,6,RS,Cotiporã,4305959,city,7,181.67662,0,0,0,0.0,3853,True,False
26,2020-06-21,45,RS,Coxilha,4305975,city,27,979.6807,0,0,0,0.0,2756,True,False
26,2020-06-21,38,RS,Crissiumal,4306007,city,4,29.7442,0,0,0,0.0,13448,True,False
26,2020-06-21,7,RS,Cristal do Sul,4306072,city,1,35.12469,0,0,0,0.0,2847,True,False
26,2020-06-21,57,RS,Cruz Alta,4306106,city,79,131.01378,2,3,1,0.038,60299,True,False
26,2020-06-21,32,RS,Cruzaltense,4306130,city,7,381.88762,0,0,0,0.0,1833,True,False
26,2020-06-21,91,RS,Cruzeiro do Sul,4306205,city,99,801.74927,1,3,0,0.0303,12348,True,False
26,2020-06-21,20,RS,David Canabarro,4306304,city,6,126.58228,0,0,0,0.0,4740,True,False
26,2020-06-21,56,RS,Derrubadas,4306320,city,1,35.65062,0,0,0,0.0,2805,True,False
26,2020-06-21,93,RS,Dois Irmãos,4306403,city,20,61.21637,0,1,0,0.05,32671,True,False
26,2020-06-21,4,RS,Dois Irmãos das Missões,4306429,city,0,,0,0,0,0.0,2026,True,False
26,2020-06-21,13,RS,Dois Lajeados,4306452,city,2,58.82353,0,0,0,0.0,3400,True,False
26,2020-06-21,44,RS,Dom Feliciano,4306502,city,3,19.46283,0,0,0,0.0,15414,True,False
26,2020-06-21,89,RS,Dom Pedrito,4306601,city,21,54.60076,0,1,0,0.0476,38461,True,False
26,2020-06-21,11,RS,Dom Pedro de Alcântara,4306551,city,1,39.4633,0,0,0,0.0,2534,True,False
26,2020-06-21,50,RS,Doutor Maurício Cardoso,4306734,city,6,131.89712,0,2,0,0.3333,4549,True,False
26,2020-06-21,45,RS,Doutor Ricardo,4306759,city,3,151.28593,0,0,0,0.0,1983,True,False
26,2020-06-21,93,RS,Eldorado do Sul,4306767,city,32,77.50999,0,1,0,0.0312,41285,True,False
26,2020-06-21,76,RS,Encantado,4306809,city,107,471.24108,0,4,0,0.0374,22706,True,False
26,2020-06-21,72,RS,Encruzilhada do Sul,4306908,city,15,57.96653,0,1,0,0.0667,25877,True,False
26,2020-06-21,2,RS,Engenho Velho,4306924,city,1,96.7118,0,0,0,0.0,1034,True,False
26,2020-06-21,25,RS,Entre-Ijuís,4306932,city,11,129.79351,0,0,0,0.0,8475,True,False
26,2020-06-21,22,RS,Entre Rios do Sul,4306957,city,21,752.149,0,0,0,0.0,2792,True,False
26,2020-06-21,38,RS,Erebango,4306973,city,5,167.16817,0,0,0,0.0,2991,True,False
26,2020-06-21,95,RS,Erechim,4307005,city,440,415.63545,0,2,0,0.0045,105862,True,False
26,2020-06-21,60,RS,Ernestina,4307054,city,4,126.26263,0,0,0,0.0,3168,True,False
26,2020-06-21,32,RS,Erval Grande,4307203,city,12,246.9644,0,0,0,0.0,4859,True,False
26,2020-06-21,24,RS,Esmeralda,4307401,city,3,91.40768,0,1,0,0.3333,3282,True,False
26,2020-06-21,42,RS,Esperança do Sul,4307450,city,15,512.64525,1,1,0,0.0667,2926,True,False
26,2020-06-21,70,RS,Espumoso,4307500,city,16,102.64306,0,1,0,0.0625,15588,True,False
26,2020-06-21,45,RS,Estação,4307559,city,19,318.89896,0,0,0,0.0,5958,True,False
26,2020-06-21,92,RS,Estância Velha,4307609,city,44,87.9613,0,0,0,0.0,50022,True,False
26,2020-06-21,78,RS,Esteio,4307708,city,116,139.41973,30,6,0,0.0517,83202,True,False
26,2020-06-21,93,RS,Estrela,4307807,city,194,568.64814,0,2,0,0.0103,34116,True,False
26,2020-06-21,46,RS,Eugênio de Castro,4307831,city,0,,0,0,0,0.0,2396,True,False
26,2020-06-21,95,RS,Farroupilha,4307906,city,372,514.3023,0,4,0,0.0108,72331,True,False
26,2020-06-21,5,RS,Faxinal do Soturno,4308003,city,1,14.97679,0,0,0,0.0,6677,True,False
26,2020-06-21,25,RS,Faxinalzinho,4308052,city,24,1036.71706,0,0,0,0.0,2315,True,False
26,2020-06-21,48,RS,Fazenda Vilanova,4308078,city,7,154.42312,0,0,0,0.0,4533,True,False
26,2020-06-21,55,RS,Feliz,4308102,city,14,103.34391,0,0,0,0.0,13547,True,False
26,2020-06-21,67,RS,Flores da Cunha,4308201,city,60,195.15368,0,0,0,0.0,30745,True,False
26,2020-06-21,59,RS,Floriano Peixoto,4308250,city,15,849.37712,0,0,0,0.0,1766,True,False
26,2020-06-21,42,RS,Fontoura Xavier,4308300,city,10,97.04969,0,0,0,0.0,10304,True,False
26,2020-06-21,31,RS,Formigueiro,4308409,city,78,1170.46819,1,0,0,0.0,6664,True,False
26,2020-06-21,5,RS,Forquetinha,4308433,city,1,41.45937,0,0,0,0.0,2412,True,False
26,2020-06-21,45,RS,Frederico Westphalen,4308508,city,62,198.00083,0,2,0,0.0323,31313,True,False
26,2020-06-21,90,RS,Garibaldi,4308607,city,484,1380.09695,1,5,0,0.0103,35070,True,False
26,2020-06-21,33,RS,Gaurama,4308706,city,26,469.82291,0,0,0,0.0,5534,True,False
26,2020-06-21,48,RS,General Câmara,4308805,city,23,274.29934,0,1,0,0.0435,8385,True,False
26,2020-06-21,33,RS,Gentil,4308854,city,11,673.19461,0,0,0,0.0,1634,True,False
26,2020-06-21,58,RS,Getúlio Vargas,4308904,city,19,117.19714,0,1,0,0.0526,16212,True,False
26,2020-06-21,23,RS,Giruá,4309001,city,9,56.23594,0,2,0,0.2222,16004,True,False
26,2020-06-21,75,RS,Glorinha,4309050,city,5,61.74364,0,0,0,0.0,8098,True,False
26,2020-06-21,38,RS,Gramado,4309100,city,13,35.87989,0,0,0,0.0,36232,True,False
26,2020-06-21,40,RS,Gramado dos Loureiros,4309126,city,25,1200.76849,0,0,0,0.0,2082,True,False
26,2020-06-21,32,RS,Gramado Xavier,4309159,city,1,23.12139,0,0,0,0.0,4325,True,False
26,2020-06-21,89,RS,Gravataí,4309209,city,217,77.08183,0,7,0,0.0323,281519,True,False
26,2020-06-21,45,RS,Guabiju,4309258,city,0,,0,0,0,0.0,1503,True,False
26,2020-06-21,81,RS,Guaíba,4309308,city,84,85.5894,0,3,0,0.0357,98143,True,False
26,2020-06-21,36,RS,Guaporé,4309407,city,83,322.61826,1,0,0,0.0,25727,True,False
26,2020-06-21,10,RS,Guarani das Missões,4309506,city,1,13.26788,0,1,0,1.0,7537,True,False
26,2020-06-21,76,RS,Harmonia,4309555,city,11,226.05836,0,0,0,0.0,4866,True,False
26,2020-06-21,56,RS,Horizontina,4309605,city,11,56.90931,0,1,0,0.0909,19329,True,False
26,2020-06-21,38,RS,Hulha Negra,4309654,city,3,44.27391,0,1,0,0.3333,6776,True,False
26,2020-06-21,42,RS,Humaitá,4309704,city,6,125.99748,0,0,0,0.0,4762,True,False
26,2020-06-21,17,RS,Ibiaçá,4309803,city,5,106.17966,0,0,0,0.0,4709,True,False
26,2020-06-21,20,RS,Ibiraiaras,4309902,city,2,27.54062,0,0,0,0.0,7262,True,False
26,2020-06-21,65,RS,Ibirapuitã,4309951,city,25,622.97533,0,2,0,0.08,4013,True,False
26,2020-06-21,42,RS,Ibirubá,4310009,city,44,216.21622,0,1,0,0.0227,20350,True,False
26,2020-06-21,25,RS,Igrejinha,4310108,city,8,21.6808,0,0,0,0.0,36899,True,False
26,2020-06-21,53,RS,Ijuí,4310207,city,101,120.99431,6,1,0,0.0099,83475,True,False
26,2020-06-21,71,RS,Imbé,4310330,city,21,92.10526,2,0,0,0.0,22800,True,False
26,2020-06-21,45,RS,Imigrante,4310363,city,10,320.51282,0,0,0,0.0,3120,True,False
26,2020-06-21,24,RS,Independência,4310405,city,1,16.21534,0,0,0,0.0,6167,True,False
26,2020-06-21,20,RS,Inhacorá,4310413,city,2,89.84726,0,0,0,0.0,2226,True,False
26,2020-06-21,3,RS,Ipê,4310439,city,1,15.06024,0,0,0,0.0,6640,True,False
26,2020-06-21,6,RS,Iraí,4310504,city,3,41.43074,0,0,0,0.0,7241,True,False
26,2020-06-21,6,RS,Itaara,4310538,city,5,90.92562,0,0,0,0.0,5499,True,False
26,2020-06-21,17,RS,Itacurubi,4310553,city,16,461.76046,0,2,0,0.125,3465,True,False
26,2020-06-21,43,RS,Itaqui,4310603,city,6,15.94896,0,0,0,0.0,37620,True,False
26,2020-06-21,25,RS,Itati,4310652,city,5,206.69698,0,0,0,0.0,2419,True,False
26,2020-06-21,18,RS,Itatiba do Sul,4310702,city,9,270.75812,0,0,0,0.0,3324,True,False
26,2020-06-21,94,RS,Ivoti,4310801,city,30,123.49236,0,1,0,0.0333,24293,True,False
26,2020-06-21,32,RS,Jaboticaba,4310850,city,1,26.24672,0,0,0,0.0,3810,True,False
26,2020-06-21,16,RS,Jacutinga,4310900,city,4,112.328,0,0,0,0.0,3561,True,False
26,2020-06-21,16,RS,Jaguarão,4311007,city,1,3.74813,0,0,0,0.0,26680,True,False
26,2020-06-21,54,RS,Jaguari,4311106,city,17,156.71091,0,4,0,0.2353,10848,True,False
26,2020-06-21,32,RS,Jaquirana,4311122,city,1,26.91066,0,0,0,0.0,3716,True,False
26,2020-06-21,11,RS,Jóia,4311155,city,1,11.68224,0,0,0,0.0,8560,True,False
26,2020-06-21,33,RS,Júlio de Castilhos,4311205,city,15,77.74841,0,0,0,0.0,19293,True,False
26,2020-06-21,6,RS,Lagoão,4311254,city,0,,0,0,0,0.0,6452,True,False
26,2020-06-21,45,RS,Lagoa Vermelha,4311304,city,30,107.8865,0,1,0,0.0333,27807,True,False
26,2020-06-21,93,RS,Lajeado,4311403,city,1570,1868.73616,1,21,0,0.0134,84014,True,False
26,2020-06-21,3,RS,Lajeado do Bugre,4311429,city,3,117.00468,0,0,0,0.0,2564,True,False
26,2020-06-21,38,RS,Lavras do Sul,4311502,city,20,267.37968,0,0,0,0.0,7480,True,False
26,2020-06-21,16,RS,Liberato Salzano,4311601,city,1,19.16076,0,0,0,0.0,5219,True,False
26,2020-06-21,4,RS,Lindolfo Collor,4311627,city,1,16.518,0,1,0,1.0,6054,True,False
26,2020-06-21,45,RS,Machadinho,4311700,city,6,110.19284,0,0,0,0.0,5445,True,False
26,2020-06-21,4,RS,Manoel Viana,4311759,city,3,41.10152,0,1,0,0.3333,7299,True,False
26,2020-06-21,33,RS,Maquiné,4311775,city,17,253.20226,0,0,0,0.0,6714,True,False
26,2020-06-21,61,RS,Maratá,4311791,city,7,260.12635,0,0,0,0.0,2691,True,False
26,2020-06-21,88,RS,Marau,4311809,city,491,1111.84076,1,9,0,0.0183,44161,True,False
26,2020-06-21,57,RS,Marcelino Ramos,4311908,city,12,272.60336,0,0,0,0.0,4402,True,False
26,2020-06-21,11,RS,Mariana Pimentel,4311981,city,2,51.48005,0,2,0,1.0,3885,True,False
26,2020-06-21,33,RS,Mariano Moro,4312005,city,18,886.26292,0,0,0,0.0,2031,True,False
26,2020-06-21,44,RS,Marques de Souza,4312054,city,8,199.55101,0,0,0,0.0,4009,True,False
26,2020-06-21,53,RS,Mato Castelhano,4312138,city,3,118.11024,0,1,0,0.3333,2540,True,False
26,2020-06-21,33,RS,Mato Leitão,4312153,city,8,177.18715,0,0,0,0.0,4515,True,False
26,2020-06-21,38,RS,Maximiliano de Almeida,4312203,city,4,91.38679,0,0,0,0.0,4377,True,False
26,2020-06-21,77,RS,Minas do Leão,4312252,city,12,148.60681,0,0,0,0.0,8075,True,False
26,2020-06-21,33,RS,Miraguaí,4312302,city,1,20.30457,0,0,0,0.0,4925,True,False
26,2020-06-21,41,RS,Montauri,4312351,city,6,412.93875,0,0,0,0.0,1453,True,False
26,2020-06-21,19,RS,Monte Alegre dos Campos,4312377,city,1,30.99814,0,0,0,0.0,3226,True,False
26,2020-06-21,53,RS,Monte Belo do Sul,4312385,city,8,313.97174,0,1,0,0.125,2548,True,False
26,2020-06-21,74,RS,Montenegro,4312401,city,112,171.61069,0,1,0,0.0089,65264,True,False
26,2020-06-21,48,RS,Mormaço,4312427,city,3,97.24473,0,0,0,0.0,3085,True,False
26,2020-06-21,33,RS,Morrinhos do Sul,4312443,city,5,169.549,0,0,0,0.0,2949,True,False
26,2020-06-21,25,RS,Morro Reuter,4312476,city,8,124.86343,0,0,0,0.0,6407,True,False
26,2020-06-21,10,RS,Mostardas,4312500,city,1,7.81006,0,0,0,0.0,12804,True,False
26,2020-06-21,66,RS,Muçum,4312609,city,20,403.71417,0,0,0,0.0,4954,True,False
26,2020-06-21,37,RS,Muliterno,4312625,city,5,264.13101,0,0,0,0.0,1893,True,False
26,2020-06-21,64,RS,Não-Me-Toque,4312658,city,40,226.96323,0,1,0,0.025,17624,True,False
26,2020-06-21,68,RS,Nicolau Vergueiro,4312674,city,2,118.90606,0,0,0,0.0,1682,True,False
26,2020-06-21,45,RS,Nonoai,4312708,city,71,607.09705,0,1,0,0.0141,11695,True,False
26,2020-06-21,17,RS,Nova Alvorada,4312757,city,11,303.44828,0,1,0,0.0909,3625,True,False
26,2020-06-21,49,RS,Nova Araçá,4312807,city,426,8951.46039,0,2,0,0.0047,4759,True,False
26,2020-06-21,42,RS,Nova Bassano,4312906,city,43,433.6426,0,0,0,0.0,9916,True,False
26,2020-06-21,59,RS,Nova Bréscia,4313003,city,9,270.27027,0,0,0,0.0,3330,True,False
26,2020-06-21,26,RS,Nova Hartz,4313060,city,24,111.034,0,0,0,0.0,21615,True,False
26,2020-06-21,6,RS,Nova Pádua,4313086,city,0,,0,0,0,0.0,2553,True,False
26,2020-06-21,88,RS,Nova Palma,4313102,city,0,,0,0,0,0.0,6512,True,False
26,2020-06-21,33,RS,Nova Petrópolis,4313201,city,6,28.0991,0,1,0,0.1667,21353,True,False
26,2020-06-21,59,RS,Nova Prata,4313300,city,104,381.55336,0,0,0,0.0,27257,True,False
26,2020-06-21,6,RS,Nova Roma do Sul,4313359,city,1,27.10762,0,0,0,0.0,3689,True,False
26,2020-06-21,33,RS,Nova Santa Rita,4313375,city,12,40.95563,0,0,0,0.0,29300,True,False
26,2020-06-21,32,RS,Novo Barreiro,4313490,city,2,48.03074,0,0,0,0.0,4164,True,False
26,2020-06-21,85,RS,Novo Hamburgo,4313409,city,393,159.27181,11,11,0,0.028,246748,True,False
26,2020-06-21,11,RS,Novo Machado,4313425,city,1,30.09329,0,0,0,0.0,3323,True,False
26,2020-06-21,33,RS,Novo Xingu,4313466,city,0,,0,0,0,0.0,1719,True,False
26,2020-06-21,91,RS,Osório,4313508,city,110,239.16163,27,2,0,0.0182,45994,True,False
26,2020-06-21,45,RS,Paim Filho,4313607,city,3,78.36991,0,0,0,0.0,3828,True,False
26,2020-06-21,17,RS,Palmares do Sul,4313656,city,4,35.34193,0,0,0,0.0,11318,True,False
26,2020-06-21,54,RS,Palmeira das Missões,4313706,city,120,360.3279,8,4,0,0.0333,33303,True,False
26,2020-06-21,4,RS,Palmitinho,4313805,city,2,28.34065,0,0,0,0.0,7057,True,False
26,2020-06-21,26,RS,Panambi,4313904,city,23,52.67135,0,0,0,0.0,43667,True,False
26,2020-06-21,22,RS,Pantano Grande,4313953,city,2,21.80074,0,0,0,0.0,9174,True,False
26,2020-06-21,90,RS,Paraí,4314001,city,18,235.07901,0,0,0,0.0,7657,True,False
26,2020-06-21,45,RS,Paraíso do Sul,4314027,city,2,26.27776,0,0,0,0.0,7611,True,False
26,2020-06-21,76,RS,Pareci Novo,4314035,city,1,26.06203,0,0,0,0.0,3837,True,False
26,2020-06-21,32,RS,Parobé,4314050,city,20,34.3218,0,1,0,0.05,58272,True,False
26,2020-06-21,16,RS,Passo do Sobrado,4314076,city,1,15.30222,0,0,0,0.0,6535,True,False
26,2020-06-21,88,RS,Passo Fundo,4314100,city,1413,695.11745,0,38,0,0.0269,203275,True,False
26,2020-06-21,5,RS,Paulo Bento,4314134,city,1,43.61099,0,0,0,0.0,2293,True,False
26,2020-06-21,46,RS,Paverama,4314159,city,44,518.43997,0,3,0,0.0682,8487,True,False
26,2020-06-21,89,RS,Pelotas,4314407,city,191,55.7819,8,1,1,0.0052,342405,True,False
26,2020-06-21,9,RS,Pinhal,4314456,city,2,77.54944,0,0,0,0.0,2579,True,False
26,2020-06-21,11,RS,Pinheirinho do Vale,4314498,city,1,20.52967,0,0,0,0.0,4871,True,False
26,2020-06-21,20,RS,Pinheiro Machado,4314506,city,2,16.29859,0,0,0,0.0,12271,True,False
26,2020-06-21,48,RS,Pinto Bandeira,4314548,city,4,133.20013,0,1,0,0.25,3003,True,False
26,2020-06-21,88,RS,Piratini,4314605,city,6,29.03741,0,0,0,0.0,20663,True,False
26,2020-06-21,45,RS,Planalto,4314704,city,36,357.00119,0,1,0,0.0278,10084,True,False
26,2020-06-21,50,RS,Poço das Antas,4314753,city,49,2335.55767,0,0,0,0.0,2098,True,False
26,2020-06-21,58,RS,Pontão,4314779,city,12,307.37705,0,1,0,0.0833,3904,True,False
26,2020-06-21,17,RS,Ponte Preta,4314787,city,10,646.41241,0,0,0,0.0,1547,True,False
26,2020-06-21,42,RS,Portão,4314803,city,36,97.09,0,1,0,0.0278,37079,True,False
26,2020-06-21,103,RS,Porto Alegre,4314902,city,1673,112.75325,4,65,1,0.0389,1483771,True,False
26,2020-06-21,33,RS,Porto Mauá,4315057,city,1,42.123,0,0,0,0.0,2374,True,False
26,2020-06-21,12,RS,Porto Xavier,4315107,city,29,283.03728,0,0,0,0.0,10246,True,False
26,2020-06-21,48,RS,Pouso Novo,4315131,city,3,183.03844,0,0,0,0.0,1639,True,False
26,2020-06-21,7,RS,Presidente Lucena,4315149,city,11,379.17959,1,0,0,0.0,2901,True,False
26,2020-06-21,42,RS,Progresso,4315156,city,23,368.35362,0,0,0,0.0,6244,True,False
26,2020-06-21,18,RS,Protásio Alves,4315172,city,1,51.36107,0,0,0,0.0,1947,True,False
26,2020-06-21,59,RS,Quaraí,4315305,city,15,66.11716,0,2,0,0.1333,22687,True,False
26,2020-06-21,21,RS,Quatro Irmãos,4315313,city,1,54.08329,0,0,0,0.0,1849,True,False
26,2020-06-21,6,RS,Quinze de Novembro,4315354,city,1,26.34352,0,0,0,0.0,3796,True,False
26,2020-06-21,32,RS,Redentora,4315404,city,5,43.29379,0,0,0,0.0,11549,True,False
26,2020-06-21,41,RS,Restinga Sêca,4315503,city,22,139.33751,0,0,0,0.0,15789,True,False
26,2020-06-21,33,RS,Rio dos Índios,4315552,city,5,181.68605,0,0,0,0.0,2752,True,False
26,2020-06-21,91,RS,Rio Grande,4315602,city,114,54.02716,4,2,0,0.0175,211005,True,False
26,2020-06-21,70,RS,Rio Pardo,4315701,city,7,18.2887,0,0,0,0.0,38275,True,False
26,2020-06-21,52,RS,Roca Sales,4315800,city,24,210.65567,0,2,0,0.0833,11393,True,False
26,2020-06-21,2,RS,Rodeio Bonito,4315909,city,1,17.04449,0,0,0,0.0,5867,True,False
26,2020-06-21,88,RS,Rolante,4316006,city,16,74.94496,0,0,0,0.0,21349,True,False
26,2020-06-21,38,RS,Ronda Alta,4316105,city,25,235.82681,12,0,0,0.0,10601,True,False
26,2020-06-21,20,RS,Rondinha,4316204,city,2,38.98635,0,0,0,0.0,5130,True,False
26,2020-06-21,13,RS,Roque Gonzales,4316303,city,3,43.81481,0,0,0,0.0,6847,True,False
26,2020-06-21,62,RS,Rosário do Sul,4316402,city,3,7.60996,0,0,0,0.0,39422,True,False
26,2020-06-21,13,RS,Sagrada Família,4316428,city,2,76.65772,0,0,0,0.0,2609,True,False
26,2020-06-21,54,RS,Saldanha Marinho,4316436,city,34,1283.01887,0,4,0,0.1176,2650,True,False
26,2020-06-21,33,RS,Salto do Jacuí,4316451,city,25,200.81934,0,0,0,0.0,12449,True,False
26,2020-06-21,59,RS,Salvador do Sul,4316501,city,2,25.64431,0,0,0,0.0,7799,True,False
26,2020-06-21,78,RS,Sananduva,4316600,city,28,172.09588,0,0,0,0.0,16270,True,False
26,2020-06-21,57,RS,Santa Bárbara do Sul,4316709,city,3,37.52815,0,0,0,0.0,7994,True,False
26,2020-06-21,25,RS,Santa Cecília do Sul,4316733,city,14,854.17938,0,0,0,0.0,1639,True,False
26,2020-06-21,60,RS,Santa Clara do Sul,4316758,city,23,348.32652,0,0,0,0.0,6603,True,False
26,2020-06-21,78,RS,Santa Cruz do Sul,4316808,city,121,92.78003,0,1,0,0.0083,130416,True,False
26,2020-06-21,92,RS,Santa Maria,4316907,city,475,168.36628,1,13,0,0.0274,282123,True,False
26,2020-06-21,9,RS,Santa Maria do Herval,4316956,city,6,94.77176,0,0,0,0.0,6331,True,False
26,2020-06-21,94,RS,Sant'Ana do Livramento,4317103,city,97,125.92987,0,2,0,0.0206,77027,True,False
26,2020-06-21,87,RS,Santa Rosa,4317202,city,51,69.62077,0,2,0,0.0392,73254,True,False
26,2020-06-21,48,RS,Santa Tereza,4317251,city,12,694.0428,0,1,0,0.0833,1729,True,False
26,2020-06-21,24,RS,Santa Vitória do Palmar,4317301,city,15,50.5459,0,0,0,0.0,29676,True,False
26,2020-06-21,91,RS,Santiago,4317400,city,52,105.20991,3,0,0,0.0,49425,True,False
26,2020-06-21,55,RS,Santo Ângelo,4317509,city,141,181.71742,3,7,0,0.0496,77593,True,False
26,2020-06-21,92,RS,Santo Antônio da Patrulha,4317608,city,26,60.61454,5,1,0,0.0385,42894,True,False
26,2020-06-21,32,RS,Santo Antônio do Palma,4317558,city,12,563.90977,0,0,0,0.0,2128,True,False
26,2020-06-21,19,RS,Santo Augusto,4317806,city,1,7.20202,0,1,0,1.0,13885,True,False
26,2020-06-21,70,RS,Santo Cristo,4317905,city,2,14.0282,0,0,0,0.0,14257,True,False
26,2020-06-21,42,RS,São Borja,4318002,city,31,51.42497,0,0,0,0.0,60282,True,False
